anio,prov_id,prov_nombre,grupo_edad_amp,sexo,proy_pob,pob_est
2018,46,La Rioja,30 a 44,Mujer,41838,34781
2018,46,La Rioja,30 a 44,Varón,41207,34277
2018,46,La Rioja,45 a 59,Mujer,27843,23633
2018,46,La Rioja,45 a 59,Varón,27371,23850
2018,46,La Rioja,60 a 74,Mujer,17783,13326
2018,46,La Rioja,60 a 74,Varón,16707,12382
2018,46,La Rioja,75+,Mujer,7865,6046
2018,46,La Rioja,75+,Varón,5051,3949
2018,50,Mendoza,20 a 29,Mujer,154608,143248
2018,50,Mendoza,20 a 29,Varón,158406,145120
2018,50,Mendoza,30 a 44,Mujer,203176,176051
2018,50,Mendoza,30 a 44,Varón,200575,169272
2018,50,Mendoza,45 a 59,Mujer,148532,137234
2018,50,Mendoza,45 a 59,Varón,137526,125274
2018,50,Mendoza,60 a 74,Mujer,115682,96774
2018,50,Mendoza,60 a 74,Varón,96429,81427
2018,50,Mendoza,75+,Mujer,57755,47392
2018,50,Mendoza,75+,Varón,35941,29566
2018,54,Misiones,20 a 29,Mujer,108362,89578
2018,54,Misiones,20 a 29,Varón,109877,87159
2018,54,Misiones,30 a 44,Mujer,118992,103012
2018,54,Misiones,30 a 44,Varón,114157,99892
2018,54,Misiones,45 a 59,Mujer,85164,73108
2018,54,Misiones,45 a 59,Varón,82834,74142
2018,54,Misiones,60 a 74,Mujer,51398,38169
2018,54,Misiones,60 a 74,Varón,49016,36956
2018,54,Misiones,75+,Mujer,21142,15243
2018,54,Misiones,75+,Varón,14726,11454
2018,58,Neuquén,20 a 29,Mujer,50187,47321
2018,58,Neuquén,20 a 29,Varón,52182,47728
2018,58,Neuquén,30 a 44,Mujer,72078,63227
2018,58,Neuquén,30 a 44,Varón,70664,61375
2018,58,Neuquén,45 a 59,Mujer,52573,43338
2018,58,Neuquén,45 a 59,Varón,49417,41853
2018,58,Neuquén,60 a 74,Mujer,31324,21842
2018,58,Neuquén,60 a 74,Varón,28390,20413
2018,58,Neuquén,75+,Mujer,12250,8464
2018,58,Neuquén,75+,Varón,8095,5558
2018,62,Río Negro,20 a 29,Mujer,55984,50867
2018,62,Río Negro,20 a 29,Varón,58142,51658
2018,62,Río Negro,30 a 44,Mujer,79543,68223
2018,62,Río Negro,30 a 44,Varón,78375,66402
2018,62,Río Negro,45 a 59,Mujer,58250,50451
2018,62,Río Negro,45 a 59,Varón,56267,49023
2018,62,Río Negro,60 a 74,Mujer,38901,29740
2018,62,Río Negro,60 a 74,Varón,35868,27880
2018,62,Río Negro,75+,Mujer,17216,13034
2018,62,Río Negro,75+,Varón,12068,8863
2018,66,Salta,20 a 29,Mujer,119691,101105
2018,66,Salta,20 a 29,Varón,120919,98520
2018,66,Salta,30 a 44,Mujer,140002,120075
2018,66,Salta,30 a 44,Varón,132629,113875
2018,66,Salta,45 a 59,Mujer,95654,81343
2018,66,Salta,45 a 59,Varón,89889,77329
2018,66,Salta,60 a 74,Mujer,61101,47323
2018,66,Salta,60 a 74,Varón,53769,42765
2018,66,Salta,75+,Mujer,26657,19950
2018,66,Salta,75+,Varón,18356,14175
2018,70,San Juan,20 a 29,Mujer,61802,53972
2018,70,San Juan,20 a 29,Varón,63623,55025
2018,70,San Juan,30 a 44,Mujer,77018,68252
2018,70,San Juan,30 a 44,Varón,77215,66721
2018,70,San Juan,45 a 59,Mujer,57108,51805
2018,70,San Juan,45 a 59,Varón,53122,46954
2018,70,San Juan,60 a 74,Mujer,42368,34651
2018,70,San Juan,60 a 74,Varón,35184,28972
2018,70,San Juan,75+,Mujer,18501,14551
2018,70,San Juan,75+,Varón,11690,9312
2018,74,San Luis,20 a 29,Mujer,40021,34465
2018,74,San Luis,20 a 29,Varón,40759,34071
2018,74,San Luis,30 a 44,Mujer,51862,44896
2018,74,San Luis,30 a 44,Varón,51148,44785
2018,74,San Luis,45 a 59,Mujer,37764,32986
2018,74,San Luis,45 a 59,Varón,37518,32495
2018,74,San Luis,60 a 74,Mujer,27119,21136
2018,74,San Luis,60 a 74,Varón,24376,19018
2018,74,San Luis,75+,Mujer,12658,9512
2018,74,San Luis,75+,Varón,8026,5954
2018,78,Santa Cruz,20 a 29,Mujer,26476,23140
2018,78,Santa Cruz,20 a 29,Varón,27712,25478
2018,78,Santa Cruz,30 a 44,Mujer,41057,29700
2018,78,Santa Cruz,30 a 44,Varón,44950,32245
2018,78,Santa Cruz,45 a 59,Mujer,23836,18239
2018,78,Santa Cruz,45 a 59,Varón,26039,20076
2018,78,Santa Cruz,60 a 74,Mujer,12453,8649
2018,78,Santa Cruz,60 a 74,Varón,12297,8328
2018,78,Santa Cruz,75+,Mujer,4507,2958
2018,78,Santa Cruz,75+,Varón,3035,2175
2018,82,Santa Fe,20 a 29,Mujer,273463,266632
2018,82,Santa Fe,20 a 29,Varón,275064,267420
2018,82,Santa Fe,30 a 44,Mujer,381830,328288
2018,82,Santa Fe,30 a 44,Varón,378123,320960
2018,82,Santa Fe,45 a 59,Mujer,279067,263134
2018,82,Santa Fe,45 a 59,Varón,262105,247082
2018,82,Santa Fe,60 a 74,Mujer,218078,191317
2018,82,Santa Fe,60 a 74,Varón,180274,156904
2018,82,Santa Fe,75+,Mujer,125983,113798
2018,82,Santa Fe,75+,Varón,67662,60595
2018,86,Santiago del Estero,20 a 29,Mujer,83211,69691
2018,86,Santiago del Estero,20 a 29,Varón,84781,68355
2018,86,Santiago del Estero,30 a 44,Mujer,96540,82204
2018,86,Santiago del Estero,30 a 44,Varón,91248,80990
2018,86,Santiago del Estero,45 a 59,Mujer,63926,56649
2018,86,Santiago del Estero,45 a 59,Varón,63594,57576
2018,86,Santiago del Estero,60 a 74,Mujer,43466,35228
2018,86,Santiago del Estero,60 a 74,Varón,40905,33050
2018,86,Santiago del Estero,75+,Mujer,20528,16784
2018,86,Santiago del Estero,75+,Varón,13434,11006
2018,90,Tucumán,20 a 29,Mujer,141672,123888
2018,90,Tucumán,20 a 29,Varón,142203,122597
2018,90,Tucumán,30 a 44,Mujer,173574,145982
2018,90,Tucumán,30 a 44,Varón,168803,141087
2018,90,Tucumán,45 a 59,Mujer,117431,109746
2018,90,Tucumán,45 a 59,Varón,109602,102968
2018,90,Tucumán,60 a 74,Mujer,86102,65671
2018,90,Tucumán,60 a 74,Varón,75584,57233
2018,90,Tucumán,75+,Mujer,37309,30850
2018,90,Tucumán,75+,Varón,22843,19017
2018,94,Tierra del Fuego,20 a 29,Mujer,12981,10947
2018,94,Tierra del Fuego,20 a 29,Varón,13573,11579
2018,94,Tierra del Fuego,30 a 44,Mujer,19747,14906
2018,94,Tierra del Fuego,30 a 44,Varón,20983,15367
2018,94,Tierra del Fuego,45 a 59,Mujer,13335,10253
2018,94,Tierra del Fuego,45 a 59,Varón,13532,11125
2018,94,Tierra del Fuego,60 a 74,Mujer,6044,3390
2018,94,Tierra del Fuego,60 a 74,Varón,6343,3397
2018,94,Tierra del Fuego,75+,Mujer,1555,1012
2018,94,Tierra del Fuego,75+,Varón,1064,626
