anio_enfr,prov_id,prov_nombre,grupo_edad_5,sexo,defun_n,defun_mean,lx,nLx,ndx,nMx,nqx,Tx,ex,avp_dm
2005,06,Buenos Aires,40 a 44,Mujer,44,14.6666666666667,97340.83661,484832.0962,748.8347317,0.001544524,0.007692914,4004699.1446,41.1409977977176,603.401301033192
2005,06,Buenos Aires,40 a 44,Varón,48,16,95386.37498,474035.943,1158.372781,0.002443639,0.012144007,3435285.5237,36.0144257963497,576.230812741596
2005,06,Buenos Aires,45 a 49,Mujer,47,15.6666666666667,96592.00187,480084.1313,1150.351228,0.002396145,0.011909384,3519867.0484,36.4405642315735,570.902172961318
2005,06,Buenos Aires,45 a 49,Varón,88,29.3333333333333,94228.0022,466613.0114,1810.799842,0.003880732,0.019217216,2961249.5807,31.4264285728431,921.841904803397
2005,06,Buenos Aires,50 a 54,Mujer,98,32.6666666666667,95441.65065,473055.1896,1661.225453,0.003511695,0.017405666,3039782.9171,31.8496473646226,1040.421813911
2005,06,Buenos Aires,50 a 54,Varón,175,58.3333333333333,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,2494636.5693,26.9932058707257,1574.60367579233
2005,06,Buenos Aires,55 a 59,Mujer,173,57.6666666666667,93780.42519,462377.2929,2609.933213,0.005644596,0.027830256,2566727.7275,27.3695467076395,1578.31052680721
2005,06,Buenos Aires,55 a 59,Varón,285,95,89591.16145,436657.5422,4519.305997,0.010349772,0.050443659,2039615.6598,22.7658133546833,2162.75226869492
2005,06,Buenos Aires,60 a 64,Mujer,311,103.666666666667,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,2104350.4346,23.0814860038446,2392.78071573189
2005,06,Buenos Aires,60 a 64,Varón,469,156.333333333333,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,1602958.1176,18.8424022154086,2945.69554634221
2005,06,Buenos Aires,65 a 69,Mujer,445,148.333333333333,87105.73835,421044.9365,5793.502115,0.013759819,0.066511142,1658659.8588,19.0419126250366,2824.55037271376
2005,06,Buenos Aires,65 a 69,Varón,582,194,78228.12718,366935.8419,9681.917618,0.02638586,0.123765172,1194708.161,15.272104856237,2962.78834210997
2005,06,Buenos Aires,70 a 74,Mujer,631,210.333333333333,81312.23623,385197.4791,8545.480834,0.022184675,0.105094648,1237614.9223,15.2205249748547,3201.38375304444
2005,06,Buenos Aires,70 a 74,Varón,763,254.333333333333,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,827772.3191,12.0761209743432,3071.36010114128
2005,06,Buenos Aires,75 a 79,Mujer,670,223.333333333333,72766.7554,334962.4435,11548.5334,0.034477099,0.158706175,852417.4432,11.7143802621712,2616.2115918849
2005,06,Buenos Aires,75 a 79,Varón,788,262.666666666667,55636.05915,240954.0783,14890.48697,0.061798028,0.267640936,517316.6473,9.29822592044606,2442.33400843716
2005,06,Buenos Aires,80+,Mujer,1518,506,61218.222,517454.9997,61218.222,0.223518842,1.26984398,517454.9997,8.45263032467686,4277.03094428649
2005,06,Buenos Aires,80+,Varón,944,314.666666666667,40745.57218,276362.569,40745.57218,0.304985703,1.402596322,276362.569,6.78264052297817,2134.2708845638
2005,10,Catamarca,20 a 24,Mujer,1,0.333333333333333,98811.82099,493384.8087,269.7185104,0.00054667,0.002729618,5968527.848,60.4029739377441,20.1343246459147
2005,10,Catamarca,20 a 24,Varón,0,0,98328.4754,489942.6654,679.8846403,0.001387682,0.006914423,5374297.4334,54.6565723869649,0
2005,10,Catamarca,25 a 29,Mujer,1,0.333333333333333,98542.10248,491999.3033,284.4836318,0.00057822,0.002886925,5475143.0393,55.5614595336164,18.5204865112055
2005,10,Catamarca,25 a 29,Varón,0,0,97648.59076,486615.4267,651.0108159,0.001337834,0.006666874,4884354.768,50.0197159015303,0
2005,10,Catamarca,30 a 34,Mujer,1,0.333333333333333,98257.61885,490368.2735,367.9282986,0.00075031,0.003744527,4983143.736,50.7150874845366,16.9050291615122
2005,10,Catamarca,30 a 34,Varón,0,0,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.3386501397284,0
2005,10,Catamarca,35 a 39,Mujer,1,0.333333333333333,97889.69055,488076.3179,548.8539458,0.001124525,0.005606862,4492775.4625,45.896308766092,15.2987695886973
2005,10,Catamarca,35 a 39,Varón,1,0.333333333333333,96298.78607,479212.9026,912.4110809,0.001903979,0.009474793,3914498.4263,40.649509573823,13.5498365246077
2005,10,Catamarca,40 a 44,Mujer,1,0.333333333333333,97340.83661,484832.0962,748.8347317,0.001544524,0.007692914,4004699.1446,41.1409977977176,13.7136659325725
2005,10,Catamarca,40 a 44,Varón,1,0.333333333333333,95386.37498,474035.943,1158.372781,0.002443639,0.012144007,3435285.5237,36.0144257963497,12.0048085987832
2005,10,Catamarca,45 a 49,Mujer,3,1,96592.00187,480084.1313,1150.351228,0.002396145,0.011909384,3519867.0484,36.4405642315735,36.4405642315735
2005,10,Catamarca,45 a 49,Varón,4,1.33333333333333,94228.0022,466613.0114,1810.799842,0.003880732,0.019217216,2961249.5807,31.4264285728431,41.9019047637908
2005,10,Catamarca,50 a 54,Mujer,8,2.66666666666667,95441.65065,473055.1896,1661.225453,0.003511695,0.017405666,3039782.9171,31.8496473646226,84.9323929723269
2005,10,Catamarca,50 a 54,Varón,12,4,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,2494636.5693,26.9932058707257,107.972823482903
2005,10,Catamarca,55 a 59,Mujer,13,4.33333333333333,93780.42519,462377.2929,2609.933213,0.005644596,0.027830256,2566727.7275,27.3695467076395,118.601369066438
2005,10,Catamarca,55 a 59,Varón,10,3.33333333333333,89591.16145,436657.5422,4519.305997,0.010349772,0.050443659,2039615.6598,22.7658133546833,75.8860445156111
2005,10,Catamarca,60 a 64,Mujer,11,3.66666666666667,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,2104350.4346,23.0814860038446,84.6321153474303
2005,10,Catamarca,60 a 64,Varón,12,4,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,1602958.1176,18.8424022154086,75.3696088616344
2005,10,Catamarca,65 a 69,Mujer,9,3,87105.73835,421044.9365,5793.502115,0.013759819,0.066511142,1658659.8588,19.0419126250366,57.1257378751098
2005,10,Catamarca,65 a 69,Varón,13,4.33333333333333,78228.12718,366935.8419,9681.917618,0.02638586,0.123765172,1194708.161,15.272104856237,66.1791210436935
2005,10,Catamarca,70 a 74,Mujer,19,6.33333333333333,81312.23623,385197.4791,8545.480834,0.022184675,0.105094648,1237614.9223,15.2205249748547,96.3966581740798
2005,10,Catamarca,70 a 74,Varón,28,9.33333333333333,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,827772.3191,12.0761209743432,112.710462427203
2005,10,Catamarca,75 a 79,Mujer,20,6.66666666666667,72766.7554,334962.4435,11548.5334,0.034477099,0.158706175,852417.4432,11.7143802621712,78.0958684144747
2005,10,Catamarca,75 a 79,Varón,14,4.66666666666667,55636.05915,240954.0783,14890.48697,0.061798028,0.267640936,517316.6473,9.29822592044606,43.3917209620816
2005,10,Catamarca,80+,Mujer,33,11,61218.222,517454.9997,61218.222,0.223518842,1.26984398,517454.9997,8.45263032467686,92.9789335714455
2005,10,Catamarca,80+,Varón,32,10.6666666666667,40745.57218,276362.569,40745.57218,0.304985703,1.402596322,276362.569,6.78264052297817,72.3481655784338
2005,14,Córdoba,20 a 24,Mujer,2,0.666666666666667,98811.82099,493384.8087,269.7185104,0.00054667,0.002729618,5968527.848,60.4029739377441,40.2686492918294
2005,14,Córdoba,20 a 24,Varón,1,0.333333333333333,98328.4754,489942.6654,679.8846403,0.001387682,0.006914423,5374297.4334,54.6565723869649,18.2188574623216
2005,14,Córdoba,25 a 29,Mujer,4,1.33333333333333,98542.10248,491999.3033,284.4836318,0.00057822,0.002886925,5475143.0393,55.5614595336164,74.0819460448219
2005,14,Córdoba,25 a 29,Varón,2,0.666666666666667,97648.59076,486615.4267,651.0108159,0.001337834,0.006666874,4884354.768,50.0197159015303,33.3464772676869
2005,14,Córdoba,30 a 34,Mujer,4,1.33333333333333,98257.61885,490368.2735,367.9282986,0.00075031,0.003744527,4983143.736,50.7150874845366,67.6201166460488
2005,14,Córdoba,30 a 34,Varón,3,1,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.3386501397284,45.3386501397284
2005,14,Córdoba,35 a 39,Mujer,8,2.66666666666667,97889.69055,488076.3179,548.8539458,0.001124525,0.005606862,4492775.4625,45.896308766092,122.390156709579
2005,14,Córdoba,35 a 39,Varón,6,2,96298.78607,479212.9026,912.4110809,0.001903979,0.009474793,3914498.4263,40.649509573823,81.299019147646
2005,14,Córdoba,40 a 44,Mujer,8,2.66666666666667,97340.83661,484832.0962,748.8347317,0.001544524,0.007692914,4004699.1446,41.1409977977176,109.70932746058
2005,14,Córdoba,40 a 44,Varón,11,3.66666666666667,95386.37498,474035.943,1158.372781,0.002443639,0.012144007,3435285.5237,36.0144257963497,132.052894586616
2005,14,Córdoba,45 a 49,Mujer,17,5.66666666666667,96592.00187,480084.1313,1150.351228,0.002396145,0.011909384,3519867.0484,36.4405642315735,206.496530645583
2005,14,Córdoba,45 a 49,Varón,29,9.66666666666667,94228.0022,466613.0114,1810.799842,0.003880732,0.019217216,2961249.5807,31.4264285728431,303.788809537483
2005,14,Córdoba,50 a 54,Mujer,43,14.3333333333333,95441.65065,473055.1896,1661.225453,0.003511695,0.017405666,3039782.9171,31.8496473646226,456.511612226257
2005,14,Córdoba,50 a 54,Varón,80,26.6666666666667,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,2494636.5693,26.9932058707257,719.818823219353
2005,14,Córdoba,55 a 59,Mujer,75,25,93780.42519,462377.2929,2609.933213,0.005644596,0.027830256,2566727.7275,27.3695467076395,684.238667690989
2005,14,Córdoba,55 a 59,Varón,134,44.6666666666667,89591.16145,436657.5422,4519.305997,0.010349772,0.050443659,2039615.6598,22.7658133546833,1016.87299650919
2005,14,Córdoba,60 a 64,Mujer,127,42.3333333333333,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,2104350.4346,23.0814860038446,977.116240829423
2005,14,Córdoba,60 a 64,Varón,205,68.3333333333333,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,1602958.1176,18.8424022154086,1287.56415138625
2005,14,Córdoba,65 a 69,Mujer,185,61.6666666666667,87105.73835,421044.9365,5793.502115,0.013759819,0.066511142,1658659.8588,19.0419126250366,1174.25127854392
2005,14,Córdoba,65 a 69,Varón,237,79,78228.12718,366935.8419,9681.917618,0.02638586,0.123765172,1194708.161,15.272104856237,1206.49628364272
2005,14,Córdoba,70 a 74,Mujer,192,64,81312.23623,385197.4791,8545.480834,0.022184675,0.105094648,1237614.9223,15.2205249748547,974.113598390701
2005,14,Córdoba,70 a 74,Varón,283,94.3333333333333,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,827772.3191,12.0761209743432,1139.18074524637
2005,14,Córdoba,75 a 79,Mujer,283,94.3333333333333,72766.7554,334962.4435,11548.5334,0.034477099,0.158706175,852417.4432,11.7143802621712,1105.05653806482
2005,14,Córdoba,75 a 79,Varón,311,103.666666666667,55636.05915,240954.0783,14890.48697,0.061798028,0.267640936,517316.6473,9.29822592044606,963.916087086241
2005,14,Córdoba,80+,Mujer,561,187,61218.222,517454.9997,61218.222,0.223518842,1.26984398,517454.9997,8.45263032467686,1580.64187071457
2005,14,Córdoba,80+,Varón,308,102.666666666667,40745.57218,276362.569,40745.57218,0.304985703,1.402596322,276362.569,6.78264052297817,696.351093692426
2005,18,Corrientes,20 a 24,Mujer,1,0.333333333333333,98811.82099,493384.8087,269.7185104,0.00054667,0.002729618,5968527.848,60.4029739377441,20.1343246459147
2005,18,Corrientes,20 a 24,Varón,0,0,98328.4754,489942.6654,679.8846403,0.001387682,0.006914423,5374297.4334,54.6565723869649,0
2005,18,Corrientes,25 a 29,Mujer,0,0,98542.10248,491999.3033,284.4836318,0.00057822,0.002886925,5475143.0393,55.5614595336164,0
2005,18,Corrientes,25 a 29,Varón,2,0.666666666666667,97648.59076,486615.4267,651.0108159,0.001337834,0.006666874,4884354.768,50.0197159015303,33.3464772676869
2005,18,Corrientes,30 a 34,Mujer,0,0,98257.61885,490368.2735,367.9282986,0.00075031,0.003744527,4983143.736,50.7150874845366,0
2005,18,Corrientes,30 a 34,Varón,0,0,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.3386501397284,0
2005,18,Corrientes,35 a 39,Mujer,3,1,97889.69055,488076.3179,548.8539458,0.001124525,0.005606862,4492775.4625,45.896308766092,45.896308766092
2005,18,Corrientes,35 a 39,Varón,0,0,96298.78607,479212.9026,912.4110809,0.001903979,0.009474793,3914498.4263,40.649509573823,0
2005,18,Corrientes,40 a 44,Mujer,3,1,97340.83661,484832.0962,748.8347317,0.001544524,0.007692914,4004699.1446,41.1409977977176,41.1409977977176
2005,18,Corrientes,40 a 44,Varón,4,1.33333333333333,95386.37498,474035.943,1158.372781,0.002443639,0.012144007,3435285.5237,36.0144257963497,48.019234395133
2005,18,Corrientes,45 a 49,Mujer,5,1.66666666666667,96592.00187,480084.1313,1150.351228,0.002396145,0.011909384,3519867.0484,36.4405642315735,60.7342737192891
2005,18,Corrientes,45 a 49,Varón,9,3,94228.0022,466613.0114,1810.799842,0.003880732,0.019217216,2961249.5807,31.4264285728431,94.2792857185292
2005,18,Corrientes,50 a 54,Mujer,14,4.66666666666667,95441.65065,473055.1896,1661.225453,0.003511695,0.017405666,3039782.9171,31.8496473646226,148.631687701572
2005,18,Corrientes,50 a 54,Varón,11,3.66666666666667,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,2494636.5693,26.9932058707257,98.975088192661
2005,18,Corrientes,55 a 59,Mujer,13,4.33333333333333,93780.42519,462377.2929,2609.933213,0.005644596,0.027830256,2566727.7275,27.3695467076395,118.601369066438
2005,18,Corrientes,55 a 59,Varón,29,9.66666666666667,89591.16145,436657.5422,4519.305997,0.010349772,0.050443659,2039615.6598,22.7658133546833,220.069529095272
2005,18,Corrientes,60 a 64,Mujer,30,10,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,2104350.4346,23.0814860038446,230.814860038446
2005,18,Corrientes,60 a 64,Varón,42,14,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,1602958.1176,18.8424022154086,263.79363101572
2005,18,Corrientes,65 a 69,Mujer,34,11.3333333333333,87105.73835,421044.9365,5793.502115,0.013759819,0.066511142,1658659.8588,19.0419126250366,215.808343083748
2005,18,Corrientes,65 a 69,Varón,47,15.6666666666667,78228.12718,366935.8419,9681.917618,0.02638586,0.123765172,1194708.161,15.272104856237,239.262976081046
2005,18,Corrientes,70 a 74,Mujer,51,17,81312.23623,385197.4791,8545.480834,0.022184675,0.105094648,1237614.9223,15.2205249748547,258.74892457253
2005,18,Corrientes,70 a 74,Varón,45,15,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,827772.3191,12.0761209743432,181.141814615148
2005,18,Corrientes,75 a 79,Mujer,49,16.3333333333333,72766.7554,334962.4435,11548.5334,0.034477099,0.158706175,852417.4432,11.7143802621712,191.334877615463
2005,18,Corrientes,75 a 79,Varón,54,18,55636.05915,240954.0783,14890.48697,0.061798028,0.267640936,517316.6473,9.29822592044606,167.368066568029
2005,18,Corrientes,80+,Mujer,80,26.6666666666667,61218.222,517454.9997,61218.222,0.223518842,1.26984398,517454.9997,8.45263032467686,225.403475324716
2005,18,Corrientes,80+,Varón,43,14.3333333333333,40745.57218,276362.569,40745.57218,0.304985703,1.402596322,276362.569,6.78264052297817,97.2178474960205
2005,22,Chaco,20 a 24,Mujer,2,0.666666666666667,98811.82099,493384.8087,269.7185104,0.00054667,0.002729618,5968527.848,60.4029739377441,40.2686492918294
2005,22,Chaco,20 a 24,Varón,0,0,98328.4754,489942.6654,679.8846403,0.001387682,0.006914423,5374297.4334,54.6565723869649,0
2005,22,Chaco,25 a 29,Mujer,0,0,98542.10248,491999.3033,284.4836318,0.00057822,0.002886925,5475143.0393,55.5614595336164,0
2005,22,Chaco,25 a 29,Varón,0,0,97648.59076,486615.4267,651.0108159,0.001337834,0.006666874,4884354.768,50.0197159015303,0
2005,22,Chaco,30 a 34,Mujer,1,0.333333333333333,98257.61885,490368.2735,367.9282986,0.00075031,0.003744527,4983143.736,50.7150874845366,16.9050291615122
2005,22,Chaco,30 a 34,Varón,1,0.333333333333333,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.3386501397284,15.1128833799095
2005,22,Chaco,35 a 39,Mujer,2,0.666666666666667,97889.69055,488076.3179,548.8539458,0.001124525,0.005606862,4492775.4625,45.896308766092,30.5975391773947
2005,22,Chaco,35 a 39,Varón,2,0.666666666666667,96298.78607,479212.9026,912.4110809,0.001903979,0.009474793,3914498.4263,40.649509573823,27.0996730492153
2005,22,Chaco,40 a 44,Mujer,6,2,97340.83661,484832.0962,748.8347317,0.001544524,0.007692914,4004699.1446,41.1409977977176,82.2819955954352
2005,22,Chaco,40 a 44,Varón,6,2,95386.37498,474035.943,1158.372781,0.002443639,0.012144007,3435285.5237,36.0144257963497,72.0288515926995
2005,22,Chaco,45 a 49,Mujer,5,1.66666666666667,96592.00187,480084.1313,1150.351228,0.002396145,0.011909384,3519867.0484,36.4405642315735,60.7342737192891
2005,22,Chaco,45 a 49,Varón,2,0.666666666666667,94228.0022,466613.0114,1810.799842,0.003880732,0.019217216,2961249.5807,31.4264285728431,20.9509523818954
2005,22,Chaco,50 a 54,Mujer,19,6.33333333333333,95441.65065,473055.1896,1661.225453,0.003511695,0.017405666,3039782.9171,31.8496473646226,201.714433309276
2005,22,Chaco,50 a 54,Varón,20,6.66666666666667,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,2494636.5693,26.9932058707257,179.954705804838
