anio_enfr,prov_id,prov_nombre,region,grupo_edad_amp,sexo,defun_n,defun_mean,lx,nLx,ndx,nMx,nqx,Tx,ex,avp_dm
2005,54,Misiones,NEA,30 a 44,Varón,8,2.66666666666667,96997.57994,1436489.7606,2769.5777356,0.005793675,0.02882304,4397739.3413,45.3386501397284,120.903067039276
2005,54,Misiones,NEA,45 a 59,Mujer,59,19.6666666666667,96592.00187,1415516.6138,5421.509894,0.011552436,0.057145306,3519867.0484,36.4405642315735,716.664429887612
2005,54,Misiones,NEA,45 a 59,Varón,54,18,94228.0022,1358291.4631,9156.146755,0.020441298,0.10024004,2961249.5807,31.4264285728431,565.675714311175
2005,54,Misiones,NEA,60 a 74,Mujer,141,47,91170.49198,1251932.9914,18403.736582,0.045064619,0.216189882,2104350.4346,23.0814860038446,1084.8298421807
2005,54,Misiones,NEA,60 a 74,Varón,147,49,85071.85545,1085641.4703,29435.796303,0.084733955,0.392553911,1602958.1176,18.8424022154086,923.277708555021
2005,54,Misiones,NEA,75+,Mujer,147,49,72766.7554,852417.4432,72766.7554,0.257995941,1.428550155,852417.4432,11.7143802621712,574.004632846389
2005,54,Misiones,NEA,75+,Varón,100,33.3333333333333,55636.05915,517316.6473,55636.05915,0.366783731,1.670237258,517316.6473,9.29822592044606,309.940864014869
2005,58,Neuquén,Patagonia Norte,20 a 29,Mujer,0,0,98811.82099,985384.112,554.2021422,0.00112489,0.005616543,5968527.848,60.4029739377441,0
2005,58,Neuquén,Patagonia Norte,20 a 29,Varón,0,0,98328.4754,976558.0921,1330.8954562,0.002725516,0.013581297,5374297.4334,54.6565723869649,0
2005,58,Neuquén,Patagonia Norte,30 a 44,Mujer,3,1,98257.61885,1463276.6876,1665.6169761,0.003419359,0.017044303,4983143.736,50.7150874845366,50.7150874845366
2005,58,Neuquén,Patagonia Norte,30 a 44,Varón,5,1.66666666666667,96997.57994,1436489.7606,2769.5777356,0.005793675,0.02882304,4397739.3413,45.3386501397284,75.5644168995474
2005,58,Neuquén,Patagonia Norte,45 a 59,Mujer,29,9.66666666666667,96592.00187,1415516.6138,5421.509894,0.011552436,0.057145306,3519867.0484,36.4405642315735,352.258787571877
2005,58,Neuquén,Patagonia Norte,45 a 59,Varón,38,12.6666666666667,94228.0022,1358291.4631,9156.146755,0.020441298,0.10024004,2961249.5807,31.4264285728431,398.068095256012
2005,58,Neuquén,Patagonia Norte,60 a 74,Mujer,51,17,91170.49198,1251932.9914,18403.736582,0.045064619,0.216189882,2104350.4346,23.0814860038446,392.385262065359
2005,58,Neuquén,Patagonia Norte,60 a 74,Varón,108,36,85071.85545,1085641.4703,29435.796303,0.084733955,0.392553911,1602958.1176,18.8424022154086,678.32647975471
2005,58,Neuquén,Patagonia Norte,75+,Mujer,112,37.3333333333333,72766.7554,852417.4432,72766.7554,0.257995941,1.428550155,852417.4432,11.7143802621712,437.336863121058
